"","STfips","CTYfips","STNAME","CTYNAME","RACE","ESTIM","MR","NUM_DIFF","PERC_DIFF","COVERAGE"
"7887",37,163,"North Carolina","Sampson County","NHPI_A",95,111,16,15.53,"overcount"
"7888",37,163,"North Carolina","Sampson County","NHPI_AIC",141,154,13,8.81,"overcount"
"7889",37,165,"North Carolina","Scotland County","A_A",283,278,-5,-1.78,"undercount"
"7890",37,165,"North Carolina","Scotland County","A_AIC",363,337,-26,-7.43,"undercount"
"7891",37,165,"North Carolina","Scotland County","NHPI_A",15,12,-3,-22.22,"undercount"
"7892",37,165,"North Carolina","Scotland County","NHPI_AIC",33,29,-4,-12.9,"undercount"
"7893",37,167,"North Carolina","Stanly County","A_A",1151,1141,-10,-0.87,"undercount"
"7894",37,167,"North Carolina","Stanly County","A_AIC",1280,1247,-33,-2.61,"undercount"
"7895",37,167,"North Carolina","Stanly County","NHPI_A",26,168,142,146.39,"overcount"
"7896",37,167,"North Carolina","Stanly County","NHPI_AIC",53,183,130,110.17,"overcount"
"7897",37,169,"North Carolina","Stokes County","A_A",168,130,-38,-25.5,"undercount"
"7898",37,169,"North Carolina","Stokes County","A_AIC",227,184,-43,-20.92,"undercount"
"7899",37,169,"North Carolina","Stokes County","NHPI_A",22,9,-13,-83.87,"undercount"
"7900",37,169,"North Carolina","Stokes County","NHPI_AIC",34,18,-16,-61.54,"undercount"
"7901",37,171,"North Carolina","Surry County","A_A",360,395,35,9.27,"overcount"
"7902",37,171,"North Carolina","Surry County","A_AIC",417,508,91,19.68,"overcount"
"7903",37,171,"North Carolina","Surry County","NHPI_A",27,52,25,63.29,"overcount"
"7904",37,171,"North Carolina","Surry County","NHPI_AIC",46,73,27,45.38,"overcount"
"7905",37,173,"North Carolina","Swain County","A_A",90,68,-22,-27.85,"undercount"
"7906",37,173,"North Carolina","Swain County","A_AIC",123,98,-25,-22.62,"undercount"
"7907",37,173,"North Carolina","Swain County","NHPI_A",4,4,0,0,"equal"
"7908",37,173,"North Carolina","Swain County","NHPI_AIC",11,11,0,0,"equal"
"7909",37,175,"North Carolina","Transylvania County","A_A",195,150,-45,-26.09,"undercount"
"7910",37,175,"North Carolina","Transylvania County","A_AIC",258,217,-41,-17.26,"undercount"
"7911",37,175,"North Carolina","Transylvania County","NHPI_A",13,13,0,0,"equal"
"7912",37,175,"North Carolina","Transylvania County","NHPI_AIC",31,41,10,27.78,"overcount"
"7913",37,177,"North Carolina","Tyrrell County","A_A",88,80,-8,-9.52,"undercount"
"7914",37,177,"North Carolina","Tyrrell County","A_AIC",100,93,-7,-7.25,"undercount"
"7915",37,177,"North Carolina","Tyrrell County","NHPI_A",1,1,0,0,"equal"
"7916",37,177,"North Carolina","Tyrrell County","NHPI_AIC",2,1,-1,-66.67,"undercount"
"7917",37,179,"North Carolina","Union County","A_A",3369,3392,23,0.68,"overcount"
"7918",37,179,"North Carolina","Union County","A_AIC",4035,4226,191,4.62,"overcount"
"7919",37,179,"North Carolina","Union County","NHPI_A",112,123,11,9.36,"overcount"
"7920",37,179,"North Carolina","Union County","NHPI_AIC",204,196,-8,-4,"undercount"
"7921",37,181,"North Carolina","Vance County","A_A",339,211,-128,-46.55,"undercount"
"7922",37,181,"North Carolina","Vance County","A_AIC",457,289,-168,-45.04,"undercount"
"7923",37,181,"North Carolina","Vance County","NHPI_A",26,11,-15,-81.08,"undercount"
"7924",37,181,"North Carolina","Vance County","NHPI_AIC",58,26,-32,-76.19,"undercount"
"7925",37,183,"North Carolina","Wake County","A_A",44384,49576,5192,11.05,"overcount"
"7926",37,183,"North Carolina","Wake County","A_AIC",49896,56480,6584,12.38,"overcount"
"7927",37,183,"North Carolina","Wake County","NHPI_A",764,630,-134,-19.23,"undercount"
"7928",37,183,"North Carolina","Wake County","NHPI_AIC",1530,1367,-163,-11.25,"undercount"
"7929",37,185,"North Carolina","Warren County","A_A",90,57,-33,-44.9,"undercount"
"7930",37,185,"North Carolina","Warren County","A_AIC",141,78,-63,-57.53,"undercount"
"7931",37,185,"North Carolina","Warren County","NHPI_A",5,4,-1,-22.22,"undercount"
"7932",37,185,"North Carolina","Warren County","NHPI_AIC",17,8,-9,-72,"undercount"
"7933",37,187,"North Carolina","Washington County","A_A",119,39,-80,-101.27,"undercount"
"7934",37,187,"North Carolina","Washington County","A_AIC",151,48,-103,-103.52,"undercount"
"7935",37,187,"North Carolina","Washington County","NHPI_A",8,1,-7,-155.56,"undercount"
"7936",37,187,"North Carolina","Washington County","NHPI_AIC",14,5,-9,-94.74,"undercount"
"7937",37,189,"North Carolina","Watauga County","A_A",423,487,64,14.07,"overcount"
"7938",37,189,"North Carolina","Watauga County","A_AIC",514,662,148,25.17,"overcount"
"7939",37,189,"North Carolina","Watauga County","NHPI_A",26,14,-12,-60,"undercount"
"7940",37,189,"North Carolina","Watauga County","NHPI_AIC",39,49,10,22.73,"overcount"
"7941",37,191,"North Carolina","Wayne County","A_A",1350,1488,138,9.73,"overcount"
"7942",37,191,"North Carolina","Wayne County","A_AIC",1899,2236,337,16.3,"overcount"
"7943",37,191,"North Carolina","Wayne County","NHPI_A",94,140,46,39.32,"overcount"
"7944",37,191,"North Carolina","Wayne County","NHPI_AIC",205,289,84,34.01,"overcount"
"7945",37,193,"North Carolina","Wilkes County","A_A",386,304,-82,-23.77,"undercount"
"7946",37,193,"North Carolina","Wilkes County","A_AIC",494,416,-78,-17.14,"undercount"
"7947",37,193,"North Carolina","Wilkes County","NHPI_A",28,36,8,25,"overcount"
"7948",37,193,"North Carolina","Wilkes County","NHPI_AIC",57,71,14,21.88,"overcount"
"7949",37,195,"North Carolina","Wilson County","A_A",710,706,-4,-0.56,"undercount"
"7950",37,195,"North Carolina","Wilson County","A_AIC",953,899,-54,-5.83,"undercount"
"7951",37,195,"North Carolina","Wilson County","NHPI_A",26,47,21,57.53,"overcount"
"7952",37,195,"North Carolina","Wilson County","NHPI_AIC",94,111,17,16.59,"overcount"
"7953",37,197,"North Carolina","Yadkin County","A_A",159,93,-66,-52.38,"undercount"
"7954",37,197,"North Carolina","Yadkin County","A_AIC",242,123,-119,-65.21,"undercount"
"7955",37,197,"North Carolina","Yadkin County","NHPI_A",12,45,33,115.79,"overcount"
"7956",37,197,"North Carolina","Yadkin County","NHPI_AIC",37,52,15,33.71,"overcount"
"7957",37,199,"North Carolina","Yancey County","A_A",53,34,-19,-43.68,"undercount"
"7958",37,199,"North Carolina","Yancey County","A_AIC",78,55,-23,-34.59,"undercount"
"7959",37,199,"North Carolina","Yancey County","NHPI_A",0,41,41,200,"overcount"
"7960",37,199,"North Carolina","Yancey County","NHPI_AIC",5,45,40,160,"overcount"
"7961",38,1,"North Dakota","Adams County","A_A",9,9,0,0,"equal"
"7962",38,1,"North Dakota","Adams County","A_AIC",11,17,6,42.86,"overcount"
"7963",38,1,"North Dakota","Adams County","NHPI_A",1,2,1,66.67,"overcount"
"7964",38,1,"North Dakota","Adams County","NHPI_AIC",1,0,-1,-200,"undercount"
"7965",38,3,"North Dakota","Barnes County","A_A",51,60,9,16.22,"overcount"
"7966",38,3,"North Dakota","Barnes County","A_AIC",74,92,18,21.69,"overcount"
"7967",38,3,"North Dakota","Barnes County","NHPI_A",3,3,0,0,"equal"
"7968",38,3,"North Dakota","Barnes County","NHPI_AIC",7,14,7,66.67,"overcount"
"7969",38,5,"North Dakota","Benson County","A_A",15,3,-12,-133.33,"undercount"
"7970",38,5,"North Dakota","Benson County","A_AIC",33,5,-28,-147.37,"undercount"
"7971",38,5,"North Dakota","Benson County","NHPI_A",5,1,-4,-133.33,"undercount"
"7972",38,5,"North Dakota","Benson County","NHPI_AIC",5,6,1,18.18,"overcount"
"7973",38,7,"North Dakota","Billings County","A_A",6,4,-2,-40,"undercount"
"7974",38,7,"North Dakota","Billings County","A_AIC",6,4,-2,-40,"undercount"
"7975",38,7,"North Dakota","Billings County","NHPI_A",1,0,-1,-200,"undercount"
"7976",38,7,"North Dakota","Billings County","NHPI_AIC",1,0,-1,-200,"undercount"
"7977",38,9,"North Dakota","Bottineau County","A_A",44,18,-26,-83.87,"undercount"
"7978",38,9,"North Dakota","Bottineau County","A_AIC",69,30,-39,-78.79,"undercount"
"7979",38,9,"North Dakota","Bottineau County","NHPI_A",2,1,-1,-66.67,"undercount"
"7980",38,9,"North Dakota","Bottineau County","NHPI_AIC",6,4,-2,-40,"undercount"
"7981",38,11,"North Dakota","Bowman County","A_A",7,2,-5,-111.11,"undercount"
"7982",38,11,"North Dakota","Bowman County","A_AIC",10,2,-8,-133.33,"undercount"
"7983",38,11,"North Dakota","Bowman County","NHPI_A",0,0,0,0,"equal"
"7984",38,11,"North Dakota","Bowman County","NHPI_AIC",1,0,-1,-200,"undercount"
"7985",38,13,"North Dakota","Burke County","A_A",5,14,9,94.74,"overcount"
"7986",38,13,"North Dakota","Burke County","A_AIC",8,16,8,66.67,"overcount"
"7987",38,13,"North Dakota","Burke County","NHPI_A",0,0,0,0,"equal"
"7988",38,13,"North Dakota","Burke County","NHPI_AIC",1,0,-1,-200,"undercount"
"7989",38,15,"North Dakota","Burleigh County","A_A",444,400,-44,-10.43,"undercount"
"7990",38,15,"North Dakota","Burleigh County","A_AIC",673,582,-91,-14.5,"undercount"
"7991",38,15,"North Dakota","Burleigh County","NHPI_A",33,27,-6,-20,"undercount"
"7992",38,15,"North Dakota","Burleigh County","NHPI_AIC",71,70,-1,-1.42,"undercount"
"7993",38,17,"North Dakota","Cass County","A_A",2356,3572,1216,41.03,"overcount"
"7994",38,17,"North Dakota","Cass County","A_AIC",3028,4287,1259,34.42,"overcount"
"7995",38,17,"North Dakota","Cass County","NHPI_A",106,54,-52,-65,"undercount"
"7996",38,17,"North Dakota","Cass County","NHPI_AIC",205,144,-61,-34.96,"undercount"
"7997",38,19,"North Dakota","Cavalier County","A_A",9,9,0,0,"equal"
"7998",38,19,"North Dakota","Cavalier County","A_AIC",19,11,-8,-53.33,"undercount"
"7999",38,19,"North Dakota","Cavalier County","NHPI_A",1,1,0,0,"equal"
"8000",38,19,"North Dakota","Cavalier County","NHPI_AIC",7,2,-5,-111.11,"undercount"
"8001",38,21,"North Dakota","Dickey County","A_A",36,23,-13,-44.07,"undercount"
"8002",38,21,"North Dakota","Dickey County","A_AIC",52,35,-17,-39.08,"undercount"
"8003",38,21,"North Dakota","Dickey County","NHPI_A",0,1,1,200,"overcount"
"8004",38,21,"North Dakota","Dickey County","NHPI_AIC",4,1,-3,-120,"undercount"
"8005",38,23,"North Dakota","Divide County","A_A",27,7,-20,-117.65,"undercount"
"8006",38,23,"North Dakota","Divide County","A_AIC",28,8,-20,-111.11,"undercount"
"8007",38,23,"North Dakota","Divide County","NHPI_A",0,0,0,0,"equal"
"8008",38,23,"North Dakota","Divide County","NHPI_AIC",0,0,0,0,"equal"
"8009",38,25,"North Dakota","Dunn County","A_A",14,11,-3,-24,"undercount"
"8010",38,25,"North Dakota","Dunn County","A_AIC",23,24,1,4.26,"overcount"
"8011",38,25,"North Dakota","Dunn County","NHPI_A",1,0,-1,-200,"undercount"
"8012",38,25,"North Dakota","Dunn County","NHPI_AIC",4,7,3,54.55,"overcount"
"8013",38,27,"North Dakota","Eddy County","A_A",7,6,-1,-15.38,"undercount"
"8014",38,27,"North Dakota","Eddy County","A_AIC",13,0,-13,-200,"undercount"
"8015",38,27,"North Dakota","Eddy County","NHPI_A",2,2,0,0,"equal"
"8016",38,27,"North Dakota","Eddy County","NHPI_AIC",5,0,-5,-200,"undercount"
"8017",38,29,"North Dakota","Emmons County","A_A",7,6,-1,-15.38,"undercount"
"8018",38,29,"North Dakota","Emmons County","A_AIC",9,10,1,10.53,"overcount"
"8019",38,29,"North Dakota","Emmons County","NHPI_A",10,0,-10,-200,"undercount"
"8020",38,29,"North Dakota","Emmons County","NHPI_AIC",11,0,-11,-200,"undercount"
"8021",38,31,"North Dakota","Foster County","A_A",3,3,0,0,"equal"
"8022",38,31,"North Dakota","Foster County","A_AIC",10,5,-5,-66.67,"undercount"
"8023",38,31,"North Dakota","Foster County","NHPI_A",0,0,0,0,"equal"
"8024",38,31,"North Dakota","Foster County","NHPI_AIC",1,0,-1,-200,"undercount"
"8025",38,33,"North Dakota","Golden Valley County","A_A",2,1,-1,-66.67,"undercount"
"8026",38,33,"North Dakota","Golden Valley County","A_AIC",4,3,-1,-28.57,"undercount"
"8027",38,33,"North Dakota","Golden Valley County","NHPI_A",1,2,1,66.67,"overcount"
"8028",38,33,"North Dakota","Golden Valley County","NHPI_AIC",1,2,1,66.67,"overcount"
"8029",38,35,"North Dakota","Grand Forks County","A_A",785,1308,523,49.98,"overcount"
"8030",38,35,"North Dakota","Grand Forks County","A_AIC",1091,1734,643,45.52,"overcount"
"8031",38,35,"North Dakota","Grand Forks County","NHPI_A",60,41,-19,-37.62,"undercount"
"8032",38,35,"North Dakota","Grand Forks County","NHPI_AIC",125,123,-2,-1.61,"undercount"
"8033",38,37,"North Dakota","Grant County","A_A",10,3,-7,-107.69,"undercount"
"8034",38,37,"North Dakota","Grant County","A_AIC",16,8,-8,-66.67,"undercount"
"8035",38,37,"North Dakota","Grant County","NHPI_A",0,0,0,0,"equal"
"8036",38,37,"North Dakota","Grant County","NHPI_AIC",3,0,-3,-200,"undercount"
"8037",38,39,"North Dakota","Griggs County","A_A",5,5,0,0,"equal"
"8038",38,39,"North Dakota","Griggs County","A_AIC",8,5,-3,-46.15,"undercount"
"8039",38,39,"North Dakota","Griggs County","NHPI_A",0,0,0,0,"equal"
"8040",38,39,"North Dakota","Griggs County","NHPI_AIC",0,0,0,0,"equal"
"8041",38,41,"North Dakota","Hettinger County","A_A",4,1,-3,-120,"undercount"
"8042",38,41,"North Dakota","Hettinger County","A_AIC",8,3,-5,-90.91,"undercount"
"8043",38,41,"North Dakota","Hettinger County","NHPI_A",2,3,1,40,"overcount"
"8044",38,41,"North Dakota","Hettinger County","NHPI_AIC",3,4,1,28.57,"overcount"
"8045",38,43,"North Dakota","Kidder County","A_A",11,22,11,66.67,"overcount"
"8046",38,43,"North Dakota","Kidder County","A_AIC",14,25,11,56.41,"overcount"
"8047",38,43,"North Dakota","Kidder County","NHPI_A",2,0,-2,-200,"undercount"
"8048",38,43,"North Dakota","Kidder County","NHPI_AIC",2,0,-2,-200,"undercount"
"8049",38,45,"North Dakota","LaMoure County","A_A",8,6,-2,-28.57,"undercount"
"8050",38,45,"North Dakota","LaMoure County","A_AIC",11,8,-3,-31.58,"undercount"
"8051",38,45,"North Dakota","LaMoure County","NHPI_A",0,0,0,0,"equal"
"8052",38,45,"North Dakota","LaMoure County","NHPI_AIC",2,2,0,0,"equal"
"8053",38,47,"North Dakota","Logan County","A_A",7,5,-2,-33.33,"undercount"
"8054",38,47,"North Dakota","Logan County","A_AIC",7,10,3,35.29,"overcount"
"8055",38,47,"North Dakota","Logan County","NHPI_A",0,0,0,0,"equal"
"8056",38,47,"North Dakota","Logan County","NHPI_AIC",0,0,0,0,"equal"
"8057",38,49,"North Dakota","McHenry County","A_A",8,17,9,72,"overcount"
"8058",38,49,"North Dakota","McHenry County","A_AIC",16,24,8,40,"overcount"
"8059",38,49,"North Dakota","McHenry County","NHPI_A",0,0,0,0,"equal"
"8060",38,49,"North Dakota","McHenry County","NHPI_AIC",2,1,-1,-66.67,"undercount"
"8061",38,51,"North Dakota","McIntosh County","A_A",13,11,-2,-16.67,"undercount"
"8062",38,51,"North Dakota","McIntosh County","A_AIC",16,16,0,0,"equal"
"8063",38,51,"North Dakota","McIntosh County","NHPI_A",0,0,0,0,"equal"
"8064",38,51,"North Dakota","McIntosh County","NHPI_AIC",0,0,0,0,"equal"
"8065",38,53,"North Dakota","McKenzie County","A_A",16,19,3,17.14,"overcount"
"8066",38,53,"North Dakota","McKenzie County","A_AIC",29,24,-5,-18.87,"undercount"
"8067",38,53,"North Dakota","McKenzie County","NHPI_A",0,2,2,200,"overcount"
"8068",38,53,"North Dakota","McKenzie County","NHPI_AIC",1,6,5,142.86,"overcount"
"8069",38,55,"North Dakota","McLean County","A_A",29,12,-17,-82.93,"undercount"
"8070",38,55,"North Dakota","McLean County","A_AIC",42,21,-21,-66.67,"undercount"
"8071",38,55,"North Dakota","McLean County","NHPI_A",1,2,1,66.67,"overcount"
"8072",38,55,"North Dakota","McLean County","NHPI_AIC",4,3,-1,-28.57,"undercount"
"8073",38,57,"North Dakota","Mercer County","A_A",29,27,-2,-7.14,"undercount"
"8074",38,57,"North Dakota","Mercer County","A_AIC",48,34,-14,-34.15,"undercount"
"8075",38,57,"North Dakota","Mercer County","NHPI_A",25,12,-13,-70.27,"undercount"
"8076",38,57,"North Dakota","Mercer County","NHPI_AIC",28,15,-13,-60.47,"undercount"
"8077",38,59,"North Dakota","Morton County","A_A",141,54,-87,-89.23,"undercount"
"8078",38,59,"North Dakota","Morton County","A_AIC",209,118,-91,-55.66,"undercount"
"8079",38,59,"North Dakota","Morton County","NHPI_A",7,24,17,109.68,"overcount"
"8080",38,59,"North Dakota","Morton County","NHPI_AIC",18,41,23,77.97,"overcount"
"8081",38,61,"North Dakota","Mountrail County","A_A",31,15,-16,-69.57,"undercount"
"8082",38,61,"North Dakota","Mountrail County","A_AIC",48,25,-23,-63.01,"undercount"
"8083",38,61,"North Dakota","Mountrail County","NHPI_A",2,1,-1,-66.67,"undercount"
"8084",38,61,"North Dakota","Mountrail County","NHPI_AIC",2,11,9,138.46,"overcount"
"8085",38,63,"North Dakota","Nelson County","A_A",29,7,-22,-122.22,"undercount"
"8086",38,63,"North Dakota","Nelson County","A_AIC",33,8,-25,-121.95,"undercount"
"8087",38,63,"North Dakota","Nelson County","NHPI_A",0,1,1,200,"overcount"
"8088",38,63,"North Dakota","Nelson County","NHPI_AIC",1,0,-1,-200,"undercount"
"8089",38,65,"North Dakota","Oliver County","A_A",8,4,-4,-66.67,"undercount"
"8090",38,65,"North Dakota","Oliver County","A_AIC",10,6,-4,-50,"undercount"
"8091",38,65,"North Dakota","Oliver County","NHPI_A",0,0,0,0,"equal"
"8092",38,65,"North Dakota","Oliver County","NHPI_AIC",0,0,0,0,"equal"
"8093",38,67,"North Dakota","Pembina County","A_A",60,13,-47,-128.77,"undercount"
"8094",38,67,"North Dakota","Pembina County","A_AIC",79,19,-60,-122.45,"undercount"
"8095",38,67,"North Dakota","Pembina County","NHPI_A",0,2,2,200,"overcount"
"8096",38,67,"North Dakota","Pembina County","NHPI_AIC",6,4,-2,-40,"undercount"
"8097",38,69,"North Dakota","Pierce County","A_A",12,3,-9,-120,"undercount"
"8098",38,69,"North Dakota","Pierce County","A_AIC",15,4,-11,-115.79,"undercount"
"8099",38,69,"North Dakota","Pierce County","NHPI_A",1,1,0,0,"equal"
"8100",38,69,"North Dakota","Pierce County","NHPI_AIC",2,2,0,0,"equal"
"8101",38,71,"North Dakota","Ramsey County","A_A",44,45,1,2.25,"overcount"
"8102",38,71,"North Dakota","Ramsey County","A_AIC",70,67,-3,-4.38,"undercount"
"8103",38,71,"North Dakota","Ramsey County","NHPI_A",4,5,1,22.22,"overcount"
"8104",38,71,"North Dakota","Ramsey County","NHPI_AIC",11,9,-2,-20,"undercount"
"8105",38,73,"North Dakota","Ransom County","A_A",26,20,-6,-26.09,"undercount"
"8106",38,73,"North Dakota","Ransom County","A_AIC",28,27,-1,-3.64,"undercount"
"8107",38,73,"North Dakota","Ransom County","NHPI_A",1,3,2,100,"overcount"
"8108",38,73,"North Dakota","Ransom County","NHPI_AIC",2,3,1,40,"overcount"
"8109",38,75,"North Dakota","Renville County","A_A",11,5,-6,-75,"undercount"
"8110",38,75,"North Dakota","Renville County","A_AIC",15,14,-1,-6.9,"undercount"
"8111",38,75,"North Dakota","Renville County","NHPI_A",0,0,0,0,"equal"
"8112",38,75,"North Dakota","Renville County","NHPI_AIC",0,1,1,200,"overcount"
"8113",38,77,"North Dakota","Richland County","A_A",95,89,-6,-6.52,"undercount"
"8114",38,77,"North Dakota","Richland County","A_AIC",130,133,3,2.28,"overcount"
"8115",38,77,"North Dakota","Richland County","NHPI_A",8,9,1,11.76,"overcount"
"8116",38,77,"North Dakota","Richland County","NHPI_AIC",15,12,-3,-22.22,"undercount"
"8117",38,79,"North Dakota","Rolette County","A_A",169,16,-153,-165.41,"undercount"
"8118",38,79,"North Dakota","Rolette County","A_AIC",198,23,-175,-158.37,"undercount"
"8119",38,79,"North Dakota","Rolette County","NHPI_A",28,1,-27,-186.21,"undercount"
"8120",38,79,"North Dakota","Rolette County","NHPI_AIC",40,5,-35,-155.56,"undercount"
"8121",38,81,"North Dakota","Sargent County","A_A",11,11,0,0,"equal"
"8122",38,81,"North Dakota","Sargent County","A_AIC",18,14,-4,-25,"undercount"
"8123",38,81,"North Dakota","Sargent County","NHPI_A",0,4,4,200,"overcount"
"8124",38,81,"North Dakota","Sargent County","NHPI_AIC",0,5,5,200,"overcount"
"8125",38,83,"North Dakota","Sheridan County","A_A",1,2,1,66.67,"overcount"
"8126",38,83,"North Dakota","Sheridan County","A_AIC",3,4,1,28.57,"overcount"
"8127",38,83,"North Dakota","Sheridan County","NHPI_A",0,2,2,200,"overcount"
"8128",38,83,"North Dakota","Sheridan County","NHPI_AIC",0,0,0,0,"equal"
"8129",38,85,"North Dakota","Sioux County","A_A",18,4,-14,-127.27,"undercount"
"8130",38,85,"North Dakota","Sioux County","A_AIC",27,11,-16,-84.21,"undercount"
"8131",38,85,"North Dakota","Sioux County","NHPI_A",2,2,0,0,"equal"
"8132",38,85,"North Dakota","Sioux County","NHPI_AIC",9,11,2,20,"overcount"
"8133",38,87,"North Dakota","Slope County","A_A",0,0,0,0,"equal"
"8134",38,87,"North Dakota","Slope County","A_AIC",0,0,0,0,"equal"
"8135",38,87,"North Dakota","Slope County","NHPI_A",0,0,0,0,"equal"
"8136",38,87,"North Dakota","Slope County","NHPI_AIC",0,0,0,0,"equal"
"8137",38,89,"North Dakota","Stark County","A_A",106,293,187,93.73,"overcount"
"8138",38,89,"North Dakota","Stark County","A_AIC",151,335,184,75.72,"overcount"
"8139",38,89,"North Dakota","Stark County","NHPI_A",9,10,1,10.53,"overcount"
"8140",38,89,"North Dakota","Stark County","NHPI_AIC",23,26,3,12.24,"overcount"
"8141",38,91,"North Dakota","Steele County","A_A",0,2,2,200,"overcount"
"8142",38,91,"North Dakota","Steele County","A_AIC",1,4,3,120,"overcount"
"8143",38,91,"North Dakota","Steele County","NHPI_A",0,0,0,0,"equal"
"8144",38,91,"North Dakota","Steele County","NHPI_AIC",0,0,0,0,"equal"
"8145",38,93,"North Dakota","Stutsman County","A_A",117,104,-13,-11.76,"undercount"
"8146",38,93,"North Dakota","Stutsman County","A_AIC",170,148,-22,-13.84,"undercount"
"8147",38,93,"North Dakota","Stutsman County","NHPI_A",9,16,7,56,"overcount"
"8148",38,93,"North Dakota","Stutsman County","NHPI_AIC",15,40,25,90.91,"overcount"
"8149",38,95,"North Dakota","Towner County","A_A",7,1,-6,-150,"undercount"
"8150",38,95,"North Dakota","Towner County","A_AIC",9,1,-8,-160,"undercount"
"8151",38,95,"North Dakota","Towner County","NHPI_A",1,0,-1,-200,"undercount"
"8152",38,95,"North Dakota","Towner County","NHPI_AIC",2,0,-2,-200,"undercount"
"8153",38,97,"North Dakota","Traill County","A_A",24,21,-3,-13.33,"undercount"
"8154",38,97,"North Dakota","Traill County","A_AIC",36,35,-1,-2.82,"undercount"
"8155",38,97,"North Dakota","Traill County","NHPI_A",1,2,1,66.67,"overcount"
"8156",38,97,"North Dakota","Traill County","NHPI_AIC",2,13,11,146.67,"overcount"
"8157",38,99,"North Dakota","Walsh County","A_A",69,36,-33,-62.86,"undercount"
"8158",38,99,"North Dakota","Walsh County","A_AIC",97,65,-32,-39.51,"undercount"
"8159",38,99,"North Dakota","Walsh County","NHPI_A",0,4,4,200,"overcount"
"8160",38,99,"North Dakota","Walsh County","NHPI_AIC",4,9,5,76.92,"overcount"
"8161",38,101,"North Dakota","Ward County","A_A",550,619,69,11.8,"overcount"
"8162",38,101,"North Dakota","Ward County","A_AIC",884,1022,138,14.48,"overcount"
"8163",38,101,"North Dakota","Ward County","NHPI_A",84,87,3,3.51,"overcount"
"8164",38,101,"North Dakota","Ward County","NHPI_AIC",143,174,31,19.56,"overcount"
"8165",38,103,"North Dakota","Wells County","A_A",27,4,-23,-148.39,"undercount"
"8166",38,103,"North Dakota","Wells County","A_AIC",32,7,-25,-128.21,"undercount"
"8167",38,103,"North Dakota","Wells County","NHPI_A",0,1,1,200,"overcount"
"8168",38,103,"North Dakota","Wells County","NHPI_AIC",3,2,-1,-40,"undercount"
"8169",38,105,"North Dakota","Williams County","A_A",137,80,-57,-52.53,"undercount"
"8170",38,105,"North Dakota","Williams County","A_AIC",181,142,-39,-24.15,"undercount"
"8171",38,105,"North Dakota","Williams County","NHPI_A",5,5,0,0,"equal"
"8172",38,105,"North Dakota","Williams County","NHPI_AIC",17,22,5,25.64,"overcount"
"8173",39,1,"Ohio","Adams County","A_A",46,34,-12,-30,"undercount"
"8174",39,1,"Ohio","Adams County","A_AIC",83,68,-15,-19.87,"undercount"
"8175",39,1,"Ohio","Adams County","NHPI_A",13,2,-11,-146.67,"undercount"
"8176",39,1,"Ohio","Adams County","NHPI_AIC",19,6,-13,-104,"undercount"
"8177",39,3,"Ohio","Allen County","A_A",760,776,16,2.08,"overcount"
"8178",39,3,"Ohio","Allen County","A_AIC",976,1063,87,8.53,"overcount"
"8179",39,3,"Ohio","Allen County","NHPI_A",28,19,-9,-38.3,"undercount"
"8180",39,3,"Ohio","Allen County","NHPI_AIC",73,71,-2,-2.78,"undercount"
"8181",39,5,"Ohio","Ashland County","A_A",374,282,-92,-28.05,"undercount"
"8182",39,5,"Ohio","Ashland County","A_AIC",466,392,-74,-17.25,"undercount"
"8183",39,5,"Ohio","Ashland County","NHPI_A",24,43,19,56.72,"overcount"
"8184",39,5,"Ohio","Ashland County","NHPI_AIC",33,82,49,85.22,"overcount"
"8185",39,7,"Ohio","Ashtabula County","A_A",419,400,-19,-4.64,"undercount"
"8186",39,7,"Ohio","Ashtabula County","A_AIC",601,588,-13,-2.19,"undercount"
"8187",39,7,"Ohio","Ashtabula County","NHPI_A",47,33,-14,-35,"undercount"
"8188",39,7,"Ohio","Ashtabula County","NHPI_AIC",77,80,3,3.82,"overcount"
"8189",39,9,"Ohio","Athens County","A_A",1405,1762,357,22.54,"overcount"
"8190",39,9,"Ohio","Athens County","A_AIC",1635,2093,458,24.57,"overcount"
"8191",39,9,"Ohio","Athens County","NHPI_A",13,17,4,26.67,"overcount"
"8192",39,9,"Ohio","Athens County","NHPI_AIC",51,63,12,21.05,"overcount"
"8193",39,11,"Ohio","Auglaize County","A_A",369,172,-197,-72.83,"undercount"
"8194",39,11,"Ohio","Auglaize County","A_AIC",447,264,-183,-51.48,"undercount"
"8195",39,11,"Ohio","Auglaize County","NHPI_A",20,24,4,18.18,"overcount"
"8196",39,11,"Ohio","Auglaize County","NHPI_AIC",28,44,16,44.44,"overcount"
"8197",39,13,"Ohio","Belmont County","A_A",272,260,-12,-4.51,"undercount"
"8198",39,13,"Ohio","Belmont County","A_AIC",385,364,-21,-5.61,"undercount"
"8199",39,13,"Ohio","Belmont County","NHPI_A",12,10,-2,-18.18,"undercount"
"8200",39,13,"Ohio","Belmont County","NHPI_AIC",35,25,-10,-33.33,"undercount"
"8201",39,15,"Ohio","Brown County","A_A",166,110,-56,-40.58,"undercount"
"8202",39,15,"Ohio","Brown County","A_AIC",213,170,-43,-22.45,"undercount"
"8203",39,15,"Ohio","Brown County","NHPI_A",8,3,-5,-90.91,"undercount"
"8204",39,15,"Ohio","Brown County","NHPI_AIC",16,18,2,11.76,"overcount"
"8205",39,17,"Ohio","Butler County","A_A",7898,9070,1172,13.81,"overcount"
